cluster,n_atoms,E_cluster,BE_per_atom
C-2509655-3548-352,240,-8.790509496479025,-7.333372877098004
C-2509655-3548-354,240,-8.819057211117967,-7.333253928287008
C-2509655-3548-356,240,-9.490212952367935,-7.3304574460318
C-2509655-3548-357,240,-11.40642308019443,-7.322473237165856
C-2509655-3548-358,240,-8.54090155548697,-7.334412910185471
C-2509655-3548-359,240,-8.54846122526992,-7.334381411561376
C-2509655-3548-36,240,-10.67206666732627,-7.325533055552807
C-2509655-3548-360,240,-8.984396692469373,-7.332565013781378
C-2509655-3548-361,240,-8.936081563747532,-7.332766326817718
C-2509655-3548-362,240,-8.710749631991535,-7.333705209866702
C-2509655-3548-363,240,-9.29829829933448,-7.33125709041944
C-2509655-3548-364,240,-8.499502873662447,-7.3345854046930725
C-2509655-3548-365,240,-8.550573896429636,-7.334372608764877
C-2509655-3548-366,240,-8.547632053761514,-7.33438486644266
C-2509655-3548-367,240,-8.819046262234432,-7.333253973907357
C-2509655-3548-368,240,-9.068496727487636,-7.332214596968801
C-2509655-3548-37,240,-8.73849156110458,-7.333589618495397
C-2509655-3548-370,240,-8.7009761504687,-7.33374593270638
C-2509655-3548-371,240,-9.298275777454235,-7.331257184260608
C-2509655-3548-372,240,-9.219937634300443,-7.331583593190414
C-2509655-3548-373,240,-8.984391917525443,-7.3325650336769765
C-2509655-3548-374,240,-8.657549412910354,-7.333926877446206
C-2509655-3548-375,240,-8.45577147405381,-7.334767618858109
C-2509655-3548-376,240,-8.372063148218853,-7.335116403549089
C-2509655-3548-377,240,-9.073999144871376,-7.332191670229703
C-2509655-3548-379,240,-7.938362287929822,-7.336923490466959
C-2509655-3548-380,240,-11.29578768095777,-7.322934217996009
C-2509655-3548-381,240,-9.13458061851829,-7.33193924742284
C-2509655-3548-382,240,-8.984390671405485,-7.332565038869144
C-2509655-3548-383,240,-8.936054386536103,-7.3327664400560995
C-2509655-3548-384,240,-9.865164075152911,-7.328895149686862
C-2509655-3548-385,240,-9.870478414168169,-7.328873006607632
C-2509655-3548-386,240,-8.940709326506036,-7.3327470444728915
C-2509655-3548-387,240,-8.790505319126316,-7.33337289450364
C-2509655-3548-388,240,-8.560086152568568,-7.3343329743642975
C-2509655-3548-39,240,-8.834657245685456,-7.3331889281429765
C-2509655-3548-390,240,-10.31436736296943,-7.32702346932096
C-2509655-3548-391,240,-9.475759362529415,-7.330517669322793
C-2509655-3548-393,240,-7.857503195789359,-7.337260403350878
C-2509655-3548-394,240,-8.934155160086897,-7.332774353499638
C-2509655-3548-395,240,-11.13660601210231,-7.323597474949574
C-2509655-3548-396,240,-8.556381670801695,-7.334348409704992
C-2509655-3548-397,240,-8.44458776883204,-7.334814217629867
C-2509655-3548-398,240,-8.84882468003721,-7.333129897166511
C-2509655-3548-399,240,-9.586860400136167,-7.330054748332766
C-2509655-3548-4,240,-8.486189824148852,-7.334640875732713
C-2509655-3548-40,240,-8.561601188741303,-7.334326661713577
C-2509655-3548-400,240,-8.536958636761737,-7.334429339013493
C-2509655-3548-401,240,-8.65212515002116,-7.333949478541578
C-2509655-3548-402,240,-10.19432291391936,-7.3275236545253355
C-2509655-3548-403,240,-9.153409630997574,-7.331860793204176
C-2509655-3548-404,240,-8.80274531476783,-7.3333218945218
C-2509655-3548-405,240,-9.865179404657924,-7.328895085813925
C-2509655-3548-406,240,-8.635638606600203,-7.334018172472499
C-2509655-3548-407,240,-8.535026788076358,-7.334437388383015
C-2509655-3548-408,240,-8.659094452253397,-7.333920439782277
C-2509655-3548-409,240,-9.624229670572484,-7.329899043039281
C-2509655-3548-410,240,-9.558273366400316,-7.330173860973332
C-2509655-3548-411,240,-8.819340907589005,-7.3332527462183785
C-2509655-3548-413,240,-8.607949717294993,-7.3341335428446035
C-2509655-3548-414,240,-11.37467237140178,-7.322605531785825
C-2509655-3548-415,240,-14.10764228665151,-7.311218157138952
C-2509655-3548-416,240,-8.433343725507706,-7.334861067810384
C-2509655-3548-418,240,-9.544700296072367,-7.330230415433032
C-2509655-3548-419,240,-8.430976703971583,-7.334870930400118
C-2509655-3548-42,240,-9.132069893599322,-7.33194970877667
C-2509655-3548-420,240,-8.860375534432974,-7.3330817686065295
C-2509655-3548-421,240,-9.160483303503659,-7.331831319568734
C-2509655-3548-423,240,-10.46199017867282,-7.32640837425553
C-2509655-3548-425,240,-8.651211918214715,-7.333953283674105
C-2509655-3548-426,240,-9.073990945104367,-7.332191704395398
C-2509655-3548-427,240,-8.387956083449923,-7.335050182985625
C-2509655-3548-428,240,-9.865151304519213,-7.3288952028978365
C-2509655-3548-429,240,-9.14449229556905,-7.331897948768462
C-2509655-3548-43,240,-8.54673369958838,-7.334388609585048
C-2509655-3548-430,240,-8.810093695640074,-7.333291276268167
C-2509655-3548-431,240,-8.812237139336052,-7.3332823452527665
C-2509655-3548-432,240,-9.66511493330248,-7.329728687777906
C-2509655-3548-434,240,-8.544188414347534,-7.334399214940219
C-2509655-3548-435,240,-8.534184008936084,-7.334440899962766
C-2509655-3548-436,240,-9.85848739845091,-7.328922969173121
C-2509655-3548-437,240,-8.636495207066215,-7.33401460330389
C-2509655-3548-439,240,-8.82010751846502,-7.333249552006396
C-2509655-3548-44,240,-8.702618763084564,-7.333739088487148
C-2509655-3548-440,240,-8.984393828904373,-7.332565025712898
C-2509655-3548-441,240,-8.936079501695591,-7.332766335409602
C-2509655-3548-442,240,-11.13662431347058,-7.323597398693873
C-2509655-3548-443,240,-9.088106208517857,-7.332132890797841
C-2509655-3548-444,240,-8.936063006575163,-7.33276640413927
C-2509655-3548-445,240,-8.984385348569946,-7.332565061047625
C-2509655-3548-447,240,-9.822000675387747,-7.329074997185884
C-2509655-3548-448,240,-8.486191354148957,-7.334640869357712
C-2509655-3548-449,240,-8.581994752128583,-7.3342416885327975
C-2509655-3548-45,240,-8.984391622767042,-7.332565034905136
C-2509655-3548-450,240,-9.940817228967019,-7.328579928212637
C-2509655-3548-451,240,-8.541646651656633,-7.334409805618097
C-2509655-3548-452,240,-8.718493943367005,-7.333672941902637
C-2509655-3548-453,240,-8.018627534048404,-7.3365890519414645
C-2509655-3548-454,240,-8.555753940921843,-7.334351025246159
C-2509655-3548-455,240,-8.868717405160305,-7.333047010811831
C-2509655-3548-457,240,-9.161387964074457,-7.331827550149689
C-2509655-3548-46,240,-9.865174452721629,-7.328895106446993
C-2509655-3548-460,240,-10.36182438499494,-7.326825731729188
C-2509655-3548-461,240,-8.44447439578208,-7.334814690017575
C-2509655-3548-463,240,-8.552030371138693,-7.334366540120255
C-2509655-3548-464,240,-11.08011689553115,-7.32383284626862
C-2509655-3548-465,240,-9.088126488385749,-7.332132806298392
C-2509655-3548-466,240,-8.279227936264595,-7.3355032169322305
C-2509655-3548-467,240,-8.414982315150958,-7.3349375736868705
C-2509655-3548-468,240,-8.505491909489153,-7.334560450377128
C-2509655-3548-469,240,-8.390239289347454,-7.335040669627719
C-2509655-3548-47,240,-8.984371508780976,-7.332565118713413
C-2509655-3548-470,240,-9.171551582034668,-7.331785201741522
C-2509655-3548-471,240,-9.10747003772567,-7.332052208176142
C-2509655-3548-472,240,-9.596598163110876,-7.330014174320371
C-2509655-3548-473,240,-9.698474229046159,-7.329589690712307
C-2509655-3548-474,240,-8.936069447713415,-7.332766377301194
C-2509655-3548-475,240,-8.53193337550878,-7.334450277602047
C-2509655-3548-476,240,-8.307866196064749,-7.33538389084973
C-2509655-3548-477,240,-9.088107867008418,-7.332132883887465
C-2509655-3548-478,240,-8.54590560266449,-7.334392059988898
C-2509655-3548-479,240,-8.97563533325935,-7.3326015194447525
C-2509655-3548-48,240,-8.059512817477607,-7.336418696593843
C-2509655-3548-480,240,-8.699916085975367,-7.333750349641769
C-2509655-3548-482,240,-9.85849312437951,-7.328922945315085
C-2509655-3548-483,240,-8.817670510973915,-7.3332597062042755
C-2509655-3548-484,240,-9.603295156488514,-7.329986270181298
C-2509655-3548-486,240,-8.98440407403731,-7.332564983024844
C-2509655-3548-488,240,-8.64458249100592,-7.333980906287476
C-2509655-3548-489,240,-9.29830129902802,-7.331257077920716
C-2509655-3548-49,240,-8.936056851518142,-7.332766429785341
C-2509655-3548-490,240,-9.161592793383749,-7.331826696694234
C-2509655-3548-491,240,-8.56923184307687,-7.334294867320512
C-2509655-3548-492,240,-9.865147741669421,-7.328895217743043
C-2509655-3548-493,240,-9.865153072784771,-7.328895195530063
C-2509655-3548-494,240,-8.933961098304328,-7.332775162090399
C-2509655-3548-496,240,-9.865162688266178,-7.328895155465558
C-2509655-3548-498,240,-8.62014625335953,-7.334082723944335
C-2509655-3548-5,240,-8.490527731117028,-7.334622801120346
C-2509655-3548-50,240,-8.313517948610672,-7.335360341880788
C-2509655-3548-500,240,-8.888587921031508,-7.332964216995702
C-2509655-3548-501,240,-9.24520858606622,-7.331478297558058
C-2509655-3548-502,240,-8.984399531180118,-7.332565001953416
C-2509655-3548-503,240,-9.298309309390842,-7.331257044544205
C-2509655-3548-504,240,-9.865166526359031,-7.328895139473504
C-2509655-3548-505,240,-8.37218712053065,-7.335115886997788
C-2509655-3548-506,240,-13.99429328822507,-7.311690444632395
C-2509655-3548-507,240,-8.637088252355996,-7.33401213228185
C-2509655-3548-508,240,-9.088154237625298,-7.332132690676561
C-2509655-3548-509,240,-10.24083599139739,-7.327329850035843
C-2509655-3548-51,240,-8.577476807506814,-7.334260513302055
C-2509655-3548-510,240,-8.035380605960151,-7.336519247475166
C-2509655-3548-511,240,-8.833357315717603,-7.333194344517843
C-2509655-3548-512,240,-8.722375789425458,-7.33365676754406
C-2509655-3548-513,240,-8.418760866932876,-7.334921829721113
C-2509655-3548-514,240,-9.088121863136067,-7.332132825570266
C-2509655-3548-515,240,-9.300102512560422,-7.331249572864332
C-2509655-3548-516,240,-8.984389867865225,-7.332565042217228
C-2509655-3548-518,240,-8.984389372959983,-7.332565044279333
C-2509655-3548-52,240,-8.984390384159758,-7.332565040066001
C-2509655-3548-520,240,-8.802732738513724,-7.33332194692286
C-2509655-3548-521,240,-9.073988041063455,-7.332191716495569
C-2509655-3548-522,240,-8.817658842956561,-7.3332597548210146
C-2509655-3548-523,240,-8.708108328707564,-7.333716215297051
C-2509655-3548-526,240,-15.18966538946497,-7.306709727543895
C-2509655-3548-527,240,-8.363610071333323,-7.335151624702777
C-2509655-3548-528,240,-8.819049619219467,-7.333253959919919
C-2509655-3548-529,240,-9.074010100635087,-7.332191624580687
C-2509655-3548-53,240,-9.615158321760388,-7.329936840325998
C-2509655-3548-530,240,-8.330508728366006,-7.335289546965141
C-2509655-3548-531,240,-9.936581877389727,-7.328597575510876
C-2509655-3548-532,240,-8.909631098746333,-7.3328765370885565
C-2509655-3548-533,240,-8.790503942123024,-7.333372900241154
C-2509655-3548-534,240,-10.17345982960456,-7.327610584043314
C-2509655-3548-535,240,-11.08009510232587,-7.323832937073642
C-2509655-3548-537,240,-8.396758247216324,-7.335013507303265
C-2509655-3548-538,240,-8.54285813188401,-7.334404757783816
C-2509655-3548-539,240,-8.370332190844685,-7.33512361587148
C-2509655-3548-54,240,-9.07679226275671,-7.332180032238513
C-2509655-3548-540,240,-8.396748402640425,-7.3350135483223315
C-2509655-3548-541,240,-11.13661042972527,-7.323597456542811
C-2509655-3548-543,240,-9.865148060785549,-7.328895216413394
C-2509655-3548-544,240,-8.455770170554711,-7.334767624289356
C-2509655-3548-545,240,-8.532325431219098,-7.334448644036587
C-2509655-3548-546,240,-10.36212491546653,-7.32682447951889
C-2509655-3548-547,240,-8.923656350250962,-7.3328180985406215
C-2509655-3548-548,240,-8.98439523054273,-7.332565019872738
C-2509655-3548-549,240,-8.925286949952179,-7.332811304375199
C-2509655-3548-550,240,-8.790485461282524,-7.333372977244656
C-2509655-3548-552,240,-8.54032712100419,-7.334415303662483
C-2509655-3548-553,240,-8.451522217875768,-7.334785324092184
C-2509655-3548-554,240,-8.936064402243451,-7.332766398323986
C-2509655-3548-555,240,-8.288315756844751,-7.335465351013147
C-2509655-3548-556,240,-11.33770337741112,-7.3227595692607865
C-2509655-3548-557,240,-8.984387120635551,-7.332565053664018
C-2509655-3548-559,240,-9.865154016533554,-7.328895191597777
C-2509655-3548-560,240,-8.819050004728181,-7.333253958313633
C-2509655-3548-562,240,-8.035366390796403,-7.336519306705015
C-2509655-3548-563,240,-8.486180560324017,-7.334640914331983
C-2509655-3548-564,240,-8.98438192715828,-7.332565075303507
C-2509655-3548-565,240,-9.130974019819302,-7.331954274917419
C-2509655-3548-566,240,-7.973124684036659,-7.336778647149846
C-2509655-3548-568,240,-8.799874515106994,-7.333333856187054
C-2509655-3548-569,240,-8.372662818180105,-7.33511390492425
C-2509655-3548-570,240,-9.886494358385244,-7.328806273506728
C-2509655-3548-571,240,-8.755219518029977,-7.333519918674876
C-2509655-3548-573,240,-8.54849629999043,-7.334381265416707
C-2509655-3548-574,240,-8.544310656477405,-7.33439870559801
C-2509655-3548-575,240,-8.035392342009281,-7.336519198574961
C-2509655-3548-576,240,-11.1366245091892,-7.323597397878378
C-2509655-3548-577,240,-8.490514009222414,-7.334622858294907
C-2509655-3548-578,240,-8.806152636364732,-7.33330769734848
C-2509655-3548-579,240,-9.665101897957342,-7.329728742091844
C-2509655-3548-58,240,-8.342507571054513,-7.335239551787272
C-2509655-3548-581,240,-8.98439123210335,-7.332565036532902
C-2509655-3548-583,240,-9.038969245970303,-7.33233762814179
C-2509655-3548-584,240,-8.819649849318976,-7.333251458961171
C-2509655-3548-585,240,-8.975631695856471,-7.332601534600598
C-2509655-3548-586,240,-8.547495150567064,-7.334385436872637
C-2509655-3548-587,240,-8.63216830484321,-7.3340326320631535
C-2509655-3548-588,240,-8.547830414041496,-7.334384039941494
C-2509655-3548-589,240,-10.38480382754289,-7.326729984051905
C-2509655-3548-59,240,-8.71776382918211,-7.333675984045074
C-2509655-3548-590,240,-8.458060437081453,-7.3347580815121605
C-2509655-3548-591,240,-8.79050099485427,-7.33337291252144
C-2509655-3548-592,240,-8.936058297838462,-7.332766423759007
C-2509655-3548-593,240,-8.545754394529839,-7.334392690022792
C-2509655-3548-594,240,-8.342510551898583,-7.335239539367089
C-2509655-3548-595,240,-8.722025484045375,-7.333658227149811
C-2509655-3548-596,240,-9.15938355354593,-7.3318359018602255
C-2509655-3548-597,240,-8.93607756307229,-7.332766343487198
C-2509655-3548-598,240,-8.546775083958526,-7.334388437150173
C-2509655-3548-60,240,-8.674604297806555,-7.333855815425806
C-2509655-3548-600,240,-8.486275689509613,-7.334640517960377
C-2509655-3548-601,240,-8.984373989778211,-7.332565108375923
C-2509655-3548-602,240,-8.693028030493402,-7.333779049872944
C-2509655-3548-603,240,-8.936055111274568,-7.332766437036356
C-2509655-3548-605,240,-8.39952999880889,-7.335001958338296
C-2509655-3548-607,240,-8.059521404614204,-7.336418660814107
C-2509655-3548-608,240,-11.37032463135865,-7.322623647369339
C-2509655-3548-609,240,-8.984388748565133,-7.332565046880978
C-2509655-3548-61,240,-8.423945511611294,-7.334900227034953
C-2509655-3548-610,240,-9.298291763960103,-7.331257117650166
C-2509655-3548-611,240,-8.728844334429944,-7.333629815273208
C-2509655-3548-612,240,-8.851848645939512,-7.333117297308585
C-2509655-3548-613,240,-11.13661674192118,-7.323597430241994
C-2509655-3548-614,240,-8.453152505811595,-7.334778531225784
C-2509655-3548-615,240,-9.088111607166645,-7.332132868303472
C-2509655-3548-616,240,-8.455770537815791,-7.3347676227591005
C-2509655-3548-62,240,-8.940705827884878,-7.3327470590504795
C-2509655-3548-620,240,-8.458073210713678,-7.334758028288693
C-2509655-3548-621,240,-8.324832688584719,-7.335313197130897
C-2509655-3548-622,240,-8.455771514699293,-7.334767618688753
C-2509655-3548-623,240,-8.490520744605515,-7.334622830230811
C-2509655-3548-624,240,-9.86515650540071,-7.328895181227496
C-2509655-3548-625,240,-8.552917718351516,-7.334362842840203
C-2509655-3548-626,240,-8.429047914284745,-7.334878967023814
C-2509655-3548-627,240,-8.337222518678013,-7.335261572838841
C-2509655-3548-628,240,-8.299640803526541,-7.335418163318639
C-2509655-3548-629,240,-10.17345453491719,-7.327610606104511
C-2509655-3548-63,240,-8.936122049575616,-7.332766158126768
C-2509655-3548-630,240,-9.006705605461656,-7.332472059977244
C-2509655-3548-631,240,-8.794884019992013,-7.3333546499167
C-2509655-3548-632,240,-8.547462648249857,-7.334385572298959
C-2509655-3548-633,240,-8.882193752967092,-7.332990859362637
C-2509655-3548-634,240,-9.78552749036507,-7.329226968790146
C-2509655-3548-635,240,-8.209429942313928,-7.335794041907025
C-2509655-3548-636,240,-9.038964010033235,-7.332337649958195
C-2509655-3548-637,240,-8.984388243569065,-7.332565048985129
C-2509655-3548-638,240,-8.790502070539471,-7.3333729080394185
C-2509655-3548-639,240,-8.868721642313952,-7.3330469931570255
C-2509655-3548-64,240,-10.17346154189769,-7.327610576908759
C-2509655-3548-640,240,-9.159300411854485,-7.331836248283939
C-2509655-3548-641,240,-8.39674362561361,-7.33501356822661
C-2509655-3548-642,240,-9.858488009286155,-7.328922966627974
C-2509655-3548-643,240,-8.535239260632679,-7.334436503080697
C-2509655-3548-644,240,-9.011757487748449,-7.332451010467715
C-2509655-3548-645,240,-8.819044938918724,-7.333253979421172
C-2509655-3548-646,240,-8.614945530059444,-7.334104393624752
C-2509655-3548-647,240,-8.541212730577383,-7.334411613622594
C-2509655-3548-648,240,-8.279204457823308,-7.33550331475907
C-2509655-3548-649,240,-8.812229816999684,-7.333282375762502
C-2509655-3548-65,240,-8.808258706139737,-7.333298922057751
C-2509655-3548-650,240,-7.827116532472271,-7.337387014448032
C-2509655-3548-652,240,-9.865189092257527,-7.3288950454489274
C-2509655-3548-653,240,-8.353948906329157,-7.3351918795569615
C-2509655-3548-655,240,-10.36176288572547,-7.326825987976144
C-2509655-3548-656,240,-8.271129916447585,-7.335536958681469
C-2509655-3548-657,240,-8.981159330060102,-7.332578502791416
C-2509655-3548-658,240,-8.035379506079737,-7.336519252058
C-2509655-3548-659,240,-8.534192589138344,-7.334440864211923
C-2509655-3548-66,240,-8.49051333767787,-7.334622861093009
C-2509655-3548-660,240,-9.136987184459965,-7.33192922006475
C-2509655-3548-661,240,-8.93605810760919,-7.332766424551628
C-2509655-3548-662,240,-11.03408756107604,-7.324024635162183
C-2509655-3548-663,240,-7.827126740195821,-7.33738697191585
C-2509655-3548-664,240,-8.802731909356298,-7.333321950377682
C-2509655-3548-665,240,-11.1366051154445,-7.323597478685647
C-2509655-3548-666,240,-8.847503255831688,-7.333135403100701
C-2509655-3548-667,240,-10.03353885124077,-7.32819358811983
C-2509655-3548-668,240,-8.852197234521444,-7.33311584485616
C-2509655-3548-67,240,-8.455779781214469,-7.33476758424494
C-2509655-3548-671,240,-8.250168491339226,-7.335624297952752
C-2509655-3548-672,240,-8.43628287909519,-7.334848821337103
C-2509655-3548-673,240,-8.984400729221571,-7.332564996961577
C-2509655-3548-676,240,-8.458065829238523,-7.33475805904484
C-2509655-3548-677,240,-8.812584951390246,-7.333280896035874
C-2509655-3548-678,240,-9.771767434828098,-7.329284302354883
C-2509655-3548-679,240,-8.547350156704741,-7.33438604101373
C-2509655-3548-68,240,-8.62289538987176,-7.334071269208867
C-2509655-3548-680,240,-8.756392599925352,-7.333515030833643
C-2509655-3548-682,240,-8.71259248648114,-7.333697531306329
C-2509655-3548-683,240,-8.79051328132532,-7.3333728613278115
C-2509655-3548-684,240,-8.542369214430067,-7.334406794939875
C-2509655-3548-685,240,-9.86516972463463,-7.328895126147356
C-2509655-3548-686,240,-8.65910888662148,-7.3339203796390775
C-2509655-3548-687,240,-9.171186761159177,-7.331786721828504
C-2509655-3548-688,240,-9.858489312081579,-7.328922961199661
C-2509655-3548-69,240,-8.765812368362583,-7.333475781798489
C-2509655-3548-691,240,-11.13661446837704,-7.323597439715096
C-2509655-3548-692,240,-9.298293777277902,-7.331257109261342
C-2509655-3548-693,240,-8.372651317418855,-7.335113952844088
C-2509655-3548-694,240,-8.542427081818659,-7.3344065538257555
C-2509655-3548-695,240,-12.63849333291269,-7.317339611112863
C-2509655-3548-696,240,-9.981840071112176,-7.328408999703699
C-2509655-3548-697,240,-8.486181331218969,-7.334640911119921
C-2509655-3548-698,240,-8.834929328677765,-7.333187794463842
C-2509655-3548-699,240,-8.867273170394622,-7.333053028456689
C-2509655-3548-7,240,-8.957680613079567,-7.332676330778835
C-2509655-3548-70,240,-8.035370066096993,-7.336519291391263
C-2509655-3548-700,240,-8.597896508569452,-7.334175431214294
C-2509655-3548-702,240,-9.088114288985413,-7.332132857129227
C-2509655-3548-703,240,-11.40641428838059,-7.322473273798414
C-2509655-3548-704,240,-8.34618885500923,-7.335224213104128
C-2509655-3548-705,240,-8.620142376887658,-7.334082740096301
C-2509655-3548-706,240,-10.48102700930647,-7.32632905412789
C-2509655-3548-707,240,-8.8201201035113,-7.333249499568703
C-2509655-3548-708,240,-8.490503627733352,-7.334622901551111
C-2509655-3548-709,240,-10.92413144389936,-7.324482785650419
C-2509655-3548-71,240,-8.800925640282738,-7.333329476498822
C-2509655-3548-710,240,-8.455762694164257,-7.334767655440983
C-2509655-3548-711,240,-8.984387649789868,-7.332565051459209
C-2509655-3548-712,240,-8.361353622194885,-7.335161026574188
C-2509655-3548-713,240,-8.279215732101378,-7.335503267782911
C-2509655-3548-715,240,-9.107606567013752,-7.332051639304109
C-2509655-3548-716,240,-9.142098397317147,-7.331907923344512
C-2509655-3548-717,240,-9.106312493134654,-7.332057031278605
C-2509655-3548-718,240,-8.362899696512704,-7.335154584597864
C-2509655-3548-719,240,-9.995341952278068,-7.3283527418655074
C-2509655-3548-720,240,-8.984400383905642,-7.332564998400392
C-2509655-3548-721,240,-8.957676598580115,-7.332676347505916
C-2509655-3548-722,240,-8.983758138278256,-7.33256767442384
C-2509655-3548-723,240,-8.387952880834494,-7.335050196329856
C-2509655-3548-724,240,-9.124405688617847,-7.3319816429640925
C-2509655-3548-726,240,-11.08010788264017,-7.323832883822332
C-2509655-3548-727,240,-8.556330063190677,-7.334348624736705
C-2509655-3548-728,240,-9.161586410644023,-7.331826723288983
C-2509655-3548-729,240,-8.819055043271131,-7.333253937319703
C-2509655-3548-73,240,-8.293203720088608,-7.335444984499631
C-2509655-3548-730,240,-9.85848335482579,-7.328922986021559
C-2509655-3548-731,240,-8.372058250623068,-7.335116423955737
C-2509655-3548-733,240,-8.362224897241852,-7.335157396261492
C-2509655-3548-735,240,-8.504194905539032,-7.334565854560254
C-2509655-3548-736,240,-11.40641311689637,-7.322473278679598
C-2509655-3548-737,240,-7.827093064578701,-7.337387112230922
C-2509655-3548-738,240,-11.13661135177912,-7.323597452700921
C-2509655-3548-739,240,-8.183271997921546,-7.335903033341993
C-2509655-3548-740,240,-8.34843277068831,-7.335214863455465
C-2509655-3548-741,240,-8.67379828242934,-7.333859173823211
C-2509655-3548-742,240,-11.40642118840651,-7.322473245048306
C-2509655-3548-743,240,-8.535924500381824,-7.334433647915076
C-2509655-3548-744,240,-8.670126473149697,-7.333874473028543
C-2509655-3548-745,240,-8.819704262466795,-7.333251232239721
C-2509655-3548-746,240,-8.414853306578074,-7.33493811122259
C-2509655-3548-748,240,-8.765848489946027,-7.333475631291892
C-2509655-3548-75,240,-9.159374208034055,-7.331835940799858
C-2509655-3548-750,240,-8.455768321313904,-7.334767631994525
C-2509655-3548-751,240,-8.205381392722847,-7.335810910863655
C-2509655-3548-753,240,-8.878719752802526,-7.333005334363323
C-2509655-3548-755,240,-8.51843294819699,-7.334506529382512
C-2509655-3548-757,240,-8.984384101547041,-7.332565066243554
C-2509655-3548-758,240,-8.634617666585594,-7.334022426389226
C-2509655-3548-759,240,-8.541192447940396,-7.334411698133581
C-2509655-3548-76,240,-11.08010371095816,-7.323832901204341
C-2509655-3548-760,240,-9.606949369507886,-7.329971044293717
C-2509655-3548-761,240,-8.974427656954676,-7.332606551429355
C-2509655-3548-762,240,-8.825128654732742,-7.33322863060528
C-2509655-3548-763,240,-8.885174034307793,-7.332978441523718
C-2509655-3548-764,240,-9.6066296588978,-7.329972376421258
C-2509655-3548-765,240,-8.936064530090203,-7.332766397791291
C-2509655-3548-766,240,-8.035369385917994,-7.336519294225341
C-2509655-3548-767,240,-8.819646012676989,-7.333251474947179
C-2509655-3548-768,240,-8.790492470101803,-7.333372948041243
C-2509655-3548-769,240,-8.629965249833495,-7.334041811459027
C-2509655-3548-77,240,-9.18134746176255,-7.331744385575989
C-2509655-3548-770,240,-8.379084041623935,-7.335087149826567
C-2509655-3548-771,240,-8.984385961291094,-7.3325650584946205
C-2509655-3548-772,240,-9.930450141078191,-7.328623124412174
C-2509655-3548-773,240,-8.270508279044062,-7.335539548837317
C-2509655-3548-774,240,-8.622890738117032,-7.334071288591178
C-2509655-3548-775,240,-8.448728657905146,-7.334796963925395
C-2509655-3548-776,240,-8.62290013487871,-7.334071249438005
C-2509655-3548-777,240,-8.331902050925525,-7.335283741454477
C-2509655-3548-778,240,-8.830422415189055,-7.333206573270045
C-2509655-3548-779,240,-8.396749748913983,-7.335013542712858
C-2509655-3548-78,240,-9.09916790467914,-7.332086800397169
C-2509655-3548-780,240,-8.554439530879,-7.33435650195467
C-2509655-3548-781,240,-12.32117373666226,-7.31866177609724
C-2509655-3548-782,240,-8.559128272039334,-7.334336965533169
C-2509655-3548-783,240,-8.765841580331283,-7.3334756600819535
C-2509655-3548-784,240,-9.08022645470806,-7.3321657231053825
C-2509655-3548-785,240,-8.544115895036398,-7.334399517104015
C-2509655-3548-786,240,-8.735472447782294,-7.3336021981342405
C-2509655-3548-787,240,-8.358515845278745,-7.335172850644671
C-2509655-3548-788,240,-8.790505406500623,-7.333372894139581
C-2509655-3548-789,240,-9.296149475879101,-7.331266043850504
C-2509655-3548-79,240,-8.882524670544846,-7.332989480539396
C-2509655-3548-790,240,-8.660725208138706,-7.333913644966088
C-2509655-3548-792,240,-8.975638181645955,-7.3326015075764746
C-2509655-3548-793,240,-8.79050415700914,-7.333372899345795
C-2509655-3548-794,240,-9.068514182432256,-7.332214524239865
C-2509655-3548-795,240,-8.984394567023715,-7.332565022637401
C-2509655-3548-796,240,-8.433480551776801,-7.33486049770093
C-2509655-3548-797,240,-8.33853636335806,-7.335256098486008
C-2509655-3548-798,240,-8.373709532949444,-7.3351095436127105
C-2509655-3548-799,240,-8.882504615932868,-7.332989564100279
C-2509655-3548-8,240,-11.76707800595894,-7.320970508308505
C-2509655-3548-80,240,-8.018609376696416,-7.336589127597098
C-2509655-3548-800,240,-10.29688447351353,-7.327096314693693
C-2509655-3548-801,240,-8.323364549746293,-7.335319314376057
C-2509655-3548-802,240,-8.888397013738816,-7.332965012442755
C-2509655-3548-804,240,-8.731464902600848,-7.333618896239162
C-2509655-3548-805,240,-8.550426211169645,-7.334373224120126
C-2509655-3548-806,240,-8.460889857867475,-7.3347462922588855
C-2509655-3548-807,240,-8.677240441495652,-7.333844831493768
C-2509655-3548-808,240,-8.812235536246032,-7.333282351932308
C-2509655-3548-809,240,-11.93258192962539,-7.32028090862656
C-2509655-3548-81,240,-8.622899263147858,-7.334071253070217
C-2509655-3548-810,240,-9.29829529205809,-7.331257102949758
C-2509655-3548-811,240,-8.812242842868057,-7.33328232148805
C-2509655-3548-812,240,-10.03352098814032,-7.328193662549415
C-2509655-3548-813,240,-10.9444841457077,-7.324397982726217
C-2509655-3548-814,240,-8.876862195628567,-7.333013074184881
C-2509655-3548-815,240,-8.620138480630422,-7.334082756330706
C-2509655-3548-816,240,-8.458068183019776,-7.334758049237418
C-2509655-3548-817,240,-9.865163280024145,-7.3288951529999
C-2509655-3548-818,240,-8.659101272944861,-7.33392041136273
C-2509655-3548-819,240,-13.99922343452566,-7.311669902356143
C-2509655-3548-82,240,-8.346190333450792,-7.335224206943955
