cluster	n_atoms	BE_per_atom	E_cluster	BE_category	size_category	energy_category	stability_index	size_efficiency	structural_category	density_category	compactness	be_rank	size_rank	efficiency_rank
C-2509655-3548-365	240	-7.334372608764877	-8.550573896429636	Very Low	Very Large	Medium E	0.15781587118236076	-1.337218624080784	Intermediate	Low Density	10.61197093678594	3920.0	2616.0	3919.0
C-2509655-3548-366	240	-7.33438486644266	-8.547632053761514	Very Low	Very Large	Medium E	0.1574700198712587	-1.3372208589270203	Intermediate	Low Density	10.48426493025487	3978.0	2616.0	3977.0
C-2509655-3548-367	240	-7.333253973907357	-8.819046262234432	Very Low	Very Large	Medium E	0.189378238783021	-1.3370146721622198	Linear	Low Density	10.490108148539914	2701.0	2616.0	2701.0
C-2509655-3548-368	240	-7.332214596968801	-9.068496727487636	Low	Very Large	Medium E	0.21870433817085672	-1.3368251707182905	Intermediate	Low Density	10.132840583459725	1439.0	2616.0	1439.0
C-2509655-3548-37	240	-7.333589618495397	-8.73849156110458	Very Low	Very Large	Medium E	0.17990800119862363	-1.3370758676070305	Spherical	Low Density	10.393918584228038	3213.0	2616.0	3213.0
C-2509655-3548-370	240	-7.33374593270638	-8.7009761504687	Very Low	Very Large	Medium E	0.17549758384475098	-1.3371043671509293	Intermediate	Low Density	10.057929013634682	3389.0	2616.0	3389.0
C-2509655-3548-371	240	-7.331257184260608	-9.298275777454236	Low	Very Large	Medium E	0.2457178105639238	-1.3366506131695237	Spherical	Low Density	10.479820885080835	1087.0	2616.0	1087.0
C-2509655-3548-372	240	-7.331583593190414	-9.219937634300445	Low	Very Large	Medium E	0.23650815777915765	-1.3367101247492168	Intermediate	Low Density	10.266326844441295	1137.0	2616.0	1137.0
C-2509655-3548-373	240	-7.332565033676976	-8.984391917525443	Low	Very Large	Medium E	0.20881673979162335	-1.33688906309433	Linear	Low Density	10.516985861980235	1701.0	2616.0	1701.0
C-2509655-3548-374	240	-7.333926877446206	-8.657549412910354	Very Low	Very Large	Medium E	0.17039221424589837	-1.3371373573859409	Linear	Low Density	9.87228770901663	3492.0	2616.0	3492.0
C-2509655-3548-375	240	-7.334767618858109	-8.45577147405381	Very Low	Very Large	Medium E	0.14667063135298342	-1.33729064317247	Linear	Low Density	10.598786915934717	4409.0	2616.0	4408.0
C-2509655-3548-376	240	-7.335116403549089	-8.372063148218853	Very Low	Very Large	Medium E	0.13682964476457882	-1.3373542343491733	Spherical	Low Density	10.259562470870147	4702.0	2616.0	4701.0
C-2509655-3548-377	240	-7.332191670229703	-9.073999144871376	Low	Very Large	Medium E	0.21935121785857678	-1.336820990665797	Spherical	Low Density	10.189011029309263	1422.0	2616.0	1422.0
C-2509655-3548-379	240	-7.336923490466959	-7.938362287929822	Very Low	Very Large	Medium E	0.08584254990986584	-1.337683706331415	Linear	Low Density	10.236811737735964	5175.0	2616.0	5174.0
C-2509655-3548-380	240	-7.322934217996009	-11.29578768095777	Medium	Very Large	Low E	0.4805509368563391	-1.3351331520190886	Intermediate	Low Density	10.369295437061918	137.0	2616.0	137.0
C-2509655-3548-381	240	-7.33193924742284	-9.13458061851829	Low	Very Large	Medium E	0.22647334655628354	-1.3367749683955246	Intermediate	Low Density	10.356885443937834	1276.0	2616.0	1276.0
C-2509655-3548-382	240	-7.332565038869144	-8.984390671405485	Low	Very Large	Medium E	0.2088165932941949	-1.3368890640409774	Intermediate	Low Density	10.318228876332576	1724.0	2616.0	1724.0
C-2509655-3548-383	240	-7.3327664400560995	-8.936054386536103	Low	Very Large	Medium E	0.20313404348345102	-1.3369257839395257	Linear	Low Density	10.360726354615416	2288.0	2616.0	2288.0
C-2509655-3548-384	240	-7.328895149686862	-9.865164075152911	Low	Very Large	Medium E	0.3123627957445946	-1.336219961934412	Linear	Low Density	10.11811225061449	663.0	2616.0	663.0
C-2509655-3548-385	240	-7.328873006607632	-9.870478414168169	Low	Very Large	Medium E	0.3129875644095096	-1.336215924760475	Linear	Low Density	9.85903163114616	607.0	2616.0	607.0
C-2509655-3548-386	240	-7.3327470444728915	-8.940709326506036	Low	Very Large	Medium E	0.20368129133910592	-1.3369222476949858	Linear	Low Density	10.453346759590644	2127.0	2616.0	2127.0
C-2509655-3548-387	240	-7.33337289450364	-8.790505319126316	Very Low	Very Large	Medium E	0.1860228851124743	-1.3370363540216808	Linear	Low Density	10.641600453675338	3014.0	2616.0	3014.0
C-2509655-3548-388	240	-7.3343329743642975	-8.560086152568568	Very Low	Very Large	Medium E	0.15893415880973616	-1.3372113978514342	Linear	Low Density	10.347611159142591	3844.0	2616.0	3843.0
C-2509655-3548-39	240	-7.333188928142976	-8.834657245685456	Very Low	Very Large	Medium E	0.19121350997312847	-1.3370028128782445	Intermediate	Low Density	9.784833650068933	2552.0	2616.0	2552.0
C-2509655-3548-390	240	-7.32702346932096	-10.31436736296943	Low	Very Large	Low E	0.3651723996491998	-1.3358787131354868	Linear	Low Density	10.509692593367676	434.0	2616.0	434.0
C-2509655-3548-391	240	-7.330517669322793	-9.475759362529416	Low	Very Large	Medium E	0.26658328079003407	-1.3365157832119552	Spherical	Low Density	9.976116147092435	1005.0	2616.0	1005.0
C-2509655-3548-393	240	-7.337260403350878	-7.857503195789359	Very Low	Very Large	Medium E	0.07633652726078732	-1.3377451330146641	Linear	Low Density	9.968122573545452	5183.0	2616.0	5182.0
C-2509655-3548-394	240	-7.332774353499638	-8.934155160086897	Low	Very Large	Medium E	0.20291076507202332	-1.3369272267356098	Intermediate	Low Density	10.452458189767793	2310.0	2616.0	2310.0
C-2509655-3548-395	240	-7.323597474949574	-11.13660601210231	Medium	Very Large	Low E	0.4618370914568402	-1.3352540784565863	Intermediate	Low Density	10.203044142340097	223.0	2616.0	223.0
C-2509655-3548-396	240	-7.334348409704992	-8.556381670801695	Very Low	Very Large	Medium E	0.15849864949785886	-1.337214212056022	Linear	Low Density	9.978339358185474	3861.0	2616.0	3860.0
C-2509655-3548-397	240	-7.334814217629867	-8.44458776883204	Very Low	Very Large	Medium E	0.1453558434630219	-1.3372991391609856	Spherical	Low Density	10.412899128471798	4502.0	2616.0	4501.0
C-2509655-3548-398	240	-7.333129897166511	-8.84882468003721	Very Low	Very Large	Medium E	0.1928790734646173	-1.3369920502233679	Linear	Low Density	10.373394709242575	2510.0	2616.0	2510.0
C-2509655-3548-399	240	-7.330054748332766	-9.586860400136167	Low	Very Large	Medium E	0.27964463173853316	-1.3364313824591763	Spherical	Low Density	10.458856340269282	939.0	2616.0	939.0
C-2509655-3548-4	240	-7.334640875732713	-8.486189824148852	Very Low	Very Large	Medium E	0.15024669827750636	-1.337267535092639	Spherical	Low Density	10.558490607559365	4302.0	2616.0	4301.0
C-2509655-3548-40	240	-7.334326661713577	-8.561601188741303	Very Low	Very Large	Medium E	0.1591122707300215	-1.337210246915347	Intermediate	Low Density	10.474283726282579	3839.0	2616.0	3838.0
C-2509655-3548-400	240	-7.334429339013493	-8.536958636761737	Very Low	Very Large	Medium E	0.15621522290212872	-1.3372289672620001	Intermediate	Low Density	10.60729882022343	4136.0	2616.0	4135.0
C-2509655-3548-401	240	-7.333949478541578	-8.65212515002116	Very Low	Very Large	Medium E	0.16975452262068527	-1.3371414780663682	Intermediate	Low Density	10.3203870362993	3512.0	2616.0	3512.0
C-2509655-3548-402	240	-7.327523654525335	-10.19432291391936	Low	Very Large	Medium E	0.3510596360581686	-1.3359699079801528	Intermediate	Low Density	10.50194323809369	452.0	2616.0	452.0
C-2509655-3548-403	240	-7.331860793204176	-9.153409630997574	Low	Very Large	Medium E	0.22868693830397768	-1.336760664453261	Intermediate	Low Density	10.276263191861554	1235.0	2616.0	1235.0
C-2509655-3548-404	240	-7.3333218945218	-8.80274531476783	Very Low	Very Large	Medium E	0.1874618534796961	-1.3370270555950556	Linear	Low Density	10.68568611741962	2923.0	2616.0	2923.0
C-2509655-3548-405	240	-7.328895085813925	-9.865179404657924	Low	Very Large	Medium E	0.31236459792437543	-1.3362199502889605	Linear	Low Density	10.254946431457576	613.0	2616.0	613.0
C-2509655-3548-406	240	-7.334018172472499	-8.635638606600203	Very Low	Very Large	Medium E	0.16781631813414521	-1.337154002491931	Intermediate	Low Density	10.145990420241882	3567.0	2616.0	3567.0
C-2509655-3548-407	240	-7.334437388383015	-8.535026788076358	Very Low	Very Large	Medium E	0.15598810932874055	-1.3372304348404025	Intermediate	Medium Density	10.790866055045608	4162.0	2616.0	4161.0
C-2509655-3548-408	240	-7.333920439782277	-8.659094452253397	Very Low	Very Large	Medium E	0.1705738534233763	-1.3371361836571762	Spherical	Low Density	10.245495580153175	3480.0	2616.0	3480.0
C-2509655-3548-409	240	-7.329899043039281	-9.624229670572484	Low	Very Large	Medium E	0.2840378684388856	-1.336402993934428	Linear	Low Density	10.06216127638939	882.0	2616.0	882.0
C-2509655-3548-410	240	-7.330173860973332	-9.558273366400316	Low	Very Large	Medium E	0.2762838595239411	-1.3364530993325647	Spherical	Low Density	10.603948052230523	967.0	2616.0	967.0
C-2509655-3548-411	240	-7.333252746218378	-8.819340907589005	Very Low	Very Large	Medium E	0.1894128781209529	-1.3370144483273187	Linear	Low Density	9.969184308109405	2644.0	2616.0	2644.0
C-2509655-3548-413	240	-7.3341335428446035	-8.607949717294993	Very Low	Very Large	Medium E	0.16456113430886804	-1.3371750370668667	Intermediate	Low Density	10.235672267395538	3783.0	2616.0	3782.0
C-2509655-3548-414	240	-7.322605531785825	-11.37467237140178	Medium	Very Large	Low E	0.4898248432801694	-1.3350732252407285	Linear	Low Density	10.487038083486803	130.0	2616.0	130.0
C-2509655-3548-415	240	-7.311218157138952	-14.10764228665151	Very High	Very Large	Very Low E	0.811120485191225	-1.3329970545483658	Intermediate	Low Density	10.340363607373215	7.0	2616.0	7.0
C-2509655-3548-416	240	-7.334861067810384	-8.433343725507706	Very Low	Very Large	Medium E	0.1440339620557837	-1.3373076809868885	Linear	Low Density	10.205355768932028	4515.0	2616.0	4514.0
C-2509655-3548-418	240	-7.330230415433032	-9.544700296072367	Low	Very Large	Medium E	0.2746881711413427	-1.3364634104635666	Intermediate	Low Density	10.31109307944471	989.0	2616.0	989.0
C-2509655-3548-419	240	-7.334870930400118	-8.430976703971583	Very Low	Very Large	Medium E	0.14375568833617478	-1.3373094791555087	Spherical	Low Density	10.209603989450587	4517.0	2616.0	4516.0
C-2509655-3548-42	240	-7.33194970877667	-9.132069893599322	Low	Very Large	Medium E	0.22617817866215503	-1.3367768757321055	Intermediate	Low Density	10.536684589229402	1282.0	2616.0	1282.0
C-2509655-3548-420	240	-7.3330817686065295	-8.860375534432974	Very Low	Very Large	Medium E	0.19423702444569432	-1.3369832753205655	Intermediate	Low Density	10.290456500321367	2483.0	2616.0	2483.0
C-2509655-3548-421	240	-7.331831319568734	-9.16048330350366	Low	Very Large	Medium E	0.22951853917005247	-1.3367552907565137	Spherical	Low Density	10.651970342593655	1201.0	2616.0	1201.0
C-2509655-3548-423	240	-7.32640837425553	-10.46199017867282	Low	Very Large	Low E	0.38252735371123336	-1.3357665676772523	Spherical	Low Density	10.352731786897113	370.0	2616.0	370.0
C-2509655-3548-425	240	-7.333953283674105	-8.651211918214715	Very Low	Very Large	Medium E	0.1696471605169924	-1.337142171826333	Intermediate	Low Density	10.532808130863085	3514.0	2616.0	3514.0
C-2509655-3548-426	240	-7.332191704395398	-9.073990945104368	Low	Very Large	Medium E	0.21935025387088877	-1.3368209968949603	Linear	Low Density	10.494035076231992	1429.0	2616.0	1429.0
C-2509655-3548-427	240	-7.335050182985625	-8.387956083449923	Very Low	Very Large	Medium E	0.13869806300017862	-1.337342160873297	Spherical	Low Density	10.060384665162976	4614.0	2616.0	4613.0
C-2509655-3548-428	240	-7.3288952028978365	-9.865151304519213	Low	Very Large	Medium E	0.31236129439290705	-1.3362199716359515	Intermediate	Low Density	10.091006101151256	724.0	2616.0	724.0
C-2509655-3548-429	240	-7.331897948768462	-9.14449229556905	Low	Very Large	Medium E	0.22763859123119282	-1.3367674387358346	Linear	Low Density	10.194342768222757	1255.0	2616.0	1255.0
C-2509655-3548-43	240	-7.334388609585048	-8.54673369958838	Very Low	Very Large	Medium E	0.1573644068240352	-1.3372215413848092	Linear	Low Density	10.57653405691575	4003.0	2616.0	4002.0
C-2509655-3548-430	240	-7.333291276268167	-8.810093695640074	Very Low	Very Large	Medium E	0.18832574983513692	-1.3370214732090522	Spherical	Low Density	10.398750552645309	2880.0	2616.0	2880.0
C-2509655-3548-431	240	-7.3332823452527665	-8.812237139336052	Very Low	Very Large	Medium E	0.18857773911404288	-1.3370198448870725	Linear	Low Density	10.065235759165832	2846.0	2616.0	2846.0
C-2509655-3548-432	240	-7.329728687777906	-9.66511493330248	Low	Very Large	Medium E	0.2888444550976778	-1.3363719343959546	Spherical	Low Density	10.296558679830731	860.0	2616.0	860.0
C-2509655-3548-434	240	-7.334399214940219	-8.544188414347534	Very Low	Very Large	Medium E	0.1570651759211265	-1.337223474976025	Linear	Low Density	9.837047324302777	4045.0	2616.0	4044.0
C-2509655-3548-435	240	-7.334440899962766	-8.534184008936084	Very Low	Very Large	Medium E	0.15588902983892455	-1.3372310750791925	Spherical	Low Density	10.241285105101445	4180.0	2616.0	4179.0
C-2509655-3548-436	240	-7.328922969173121	-9.85848739845091	Low	Very Large	Medium E	0.3115778668235499	-1.3362250340431145	Intermediate	Low Density	10.285453636675168	784.0	2616.0	784.0
C-2509655-3548-437	240	-7.33401460330389	-8.636495207066215	Very Low	Very Large	Medium E	0.16791702249794904	-1.3371533517534167	Intermediate	Low Density	10.397108079500029	3563.0	2616.0	3563.0
C-2509655-3548-439	240	-7.333249552006396	-8.82010751846502	Very Low	Very Large	Medium E	0.18950300305501283	-1.3370138659517048	Spherical	Low Density	10.298364857585149	2586.0	2616.0	2586.0
C-2509655-3548-44	240	-7.333739088487148	-8.702618763084564	Very Low	Very Large	Medium E	0.17569069401103582	-1.3371031192981255	Intermediate	Low Density	10.361949296472776	3382.0	2616.0	3382.0
C-2509655-3548-440	240	-7.332565025712898	-8.984393828904373	Low	Very Large	Medium E	0.20881696449867296	-1.3368890616423021	Intermediate	Low Density	10.172959635824652	1673.0	2616.0	1673.0
C-2509655-3548-441	240	-7.332766335409602	-8.936079501695591	Low	Very Large	Medium E	0.20313699609234387	-1.3369257648601505	Linear	Low Density	10.119643176967099	2171.0	2616.0	2171.0
C-2509655-3548-442	240	-7.323597398693873	-11.13662431347058	Medium	Very Large	Low E	0.4618392430172535	-1.3352540645534823	Linear	Low Density	10.505624617596254	174.0	2616.0	174.0
C-2509655-3548-443	240	-7.332132890797841	-9.088106208517855	Low	Very Large	Medium E	0.22100968399995882	-1.3368102738730745	Linear	Low Density	10.632508621992033	1398.0	2616.0	1398.0
C-2509655-3548-444	240	-7.33276640413927	-8.936063006575163	Low	Very Large	Medium E	0.20313505687952788	-1.3369257773910919	Spherical	Low Density	10.752785780218495	2242.0	2616.0	2242.0
C-2509655-3548-445	240	-7.332565061047625	-8.984385348569946	Low	Very Large	Medium E	0.20881596752665862	-1.336889068084606	Linear	Low Density	10.216289168361543	1809.0	2616.0	1809.0
C-2509655-3548-447	240	-7.329074997185884	-9.822000675387748	Low	Very Large	Medium E	0.30728838487849486	-1.336252752118115	Linear	Low Density	10.579110760917613	806.0	2616.0	806.0
C-2509655-3548-448	240	-7.334640869357712	-8.486191354148957	Very Low	Very Large	Medium E	0.15024687814864374	-1.337267533930335	Intermediate	Medium Density	10.829613956944392	4300.0	2616.0	4299.0
C-2509655-3548-449	240	-7.334241688532797	-8.581994752128583	Very Low	Very Large	Medium E	0.161509795489745	-1.337194754421858	Intermediate	Low Density	10.242320771351622	3811.0	2616.0	3810.0
C-2509655-3548-45	240	-7.332565034905136	-8.984391622767042	Low	Very Large	Medium E	0.2088167051389762	-1.3368890633182509	Spherical	Low Density	9.802159808201854	1709.0	2616.0	1709.0
C-2509655-3548-450	240	-7.328579928212637	-9.94081722896702	Low	Very Large	Medium E	0.32125679361908765	-1.3361624900757365	Linear	Low Density	10.329304857588141	561.0	2616.0	561.0
C-2509655-3548-451	240	-7.334409805618097	-8.541646651656633	Very Low	Very Large	Medium E	0.15676635913916082	-1.337225405891245	Linear	Low Density	10.144926418127916	4086.0	2616.0	4085.0
C-2509655-3548-452	240	-7.333672941902637	-8.718493943367005	Very Low	Very Large	Medium E	0.17755702492485634	-1.3370910593102512	Spherical	Low Density	10.30980324858669	3360.0	2616.0	3360.0
C-2509655-3548-453	240	-7.336589051941464	-8.018627534048404	Very Low	Very Large	Medium E	0.09527875834781115	-1.3376227307785276	Linear	Low Density	10.349977926765241	5149.0	2616.0	5148.0
C-2509655-3548-454	240	-7.334351025246159	-8.555753940921843	Very Low	Very Large	Medium E	0.1584248518048717	-1.3372146889271257	Spherical	Low Density	10.127676956974023	3870.0	2616.0	3869.0
C-2509655-3548-455	240	-7.333047010811831	-8.868717405160305	Very Low	Very Large	Medium E	0.19521771826717194	-1.3369769382045118	Spherical	Low Density	10.392866458857615	2454.0	2616.0	2454.0
C-2509655-3548-457	240	-7.331827550149689	-9.161387964074455	Low	Very Large	Medium E	0.22962489361516042	-1.3367546035079079	Spherical	Low Density	10.26887498800695	1196.0	2616.0	1196.0
C-2509655-3548-46	240	-7.328895106446993	-9.865174452721629	Low	Very Large	Medium E	0.31236401576080075	-1.3362199540508257	Linear	Low Density	10.2569586178144	624.0	2616.0	624.0
C-2509655-3548-460	240	-7.326825731729188	-10.36182438499494	Low	Very Large	Low E	0.37075158084316806	-1.3358426611915097	Spherical	Low Density	10.478585441942222	384.0	2616.0	384.0
C-2509655-3548-461	240	-7.334814690017575	-8.44447439578208	Very Low	Very Large	Medium E	0.1453425150078914	-1.337299225287731	Spherical	Low Density	10.1121090548679	4503.0	2616.0	4502.0
C-2509655-3548-463	240	-7.334366540120255	-8.552030371138693	Very Low	Very Large	Medium E	0.15798709845200434	-1.337217517632415	Intermediate	Low Density	10.366982453797398	3909.0	2616.0	3908.0
C-2509655-3548-464	240	-7.32383284626862	-11.08011689553115	Medium	Very Large	Low E	0.45519607178502247	-1.3352969918628435	Intermediate	Low Density	10.498675035551328	264.0	2616.0	264.0
C-2509655-3548-465	240	-7.332132806298392	-9.088126488385749	Low	Very Large	Medium E	0.2210120681583464	-1.3368102584669528	Linear	Low Density	10.21009178276527	1369.0	2616.0	1369.0
C-2509655-3548-466	240	-7.3355032169322305	-8.279227936264595	Very Low	Very Large	Medium E	0.1259156757339295	-1.3374247589990067	Linear	Low Density	10.531551039038934	4970.0	2616.0	4969.0
C-2509655-3548-467	240	-7.3349375736868705	-8.414982315150958	Very Low	Very Large	Medium E	0.1418753429308365	-1.3373216297032062	Intermediate	Low Density	10.321696905499227	4537.0	2616.0	4536.0
C-2509655-3548-468	240	-7.334560450377128	-8.505491909489153	Very Low	Very Large	Medium E	0.1525159058033798	-1.337252871768443	Intermediate	Low Density	10.329982431270826	4227.0	2616.0	4226.0
C-2509655-3548-469	240	-7.335040669627719	-8.390239289347454	Very Low	Very Large	Medium E	0.13896648311718435	-1.3373404263773765	Intermediate	Low Density	10.092154889147938	4577.0	2616.0	4576.0
C-2509655-3548-47	240	-7.332565118713413	-8.984371508780976	Low	Very Large	Medium E	0.20881434048207195	-1.3368890785983565	Intermediate	Low Density	10.223533646857598	1929.0	2616.0	1929.0
C-2509655-3548-470	240	-7.331785201741522	-9.171551582034668	Low	Very Large	Medium E	0.23081975717307612	-1.336746882454844	Intermediate	Low Density	10.333520132749499	1168.0	2616.0	1168.0
C-2509655-3548-471	240	-7.332052208176142	-9.10747003772567	Low	Very Large	Medium E	0.2232861503088146	-1.336795563643566	Intermediate	Low Density	10.149372018074056	1331.0	2616.0	1331.0
C-2509655-3548-472	240	-7.330014174320371	-9.596598163110876	Low	Very Large	Medium E	0.2807894305847717	-1.3364239849177746	Spherical	Low Density	10.027993204974115	931.0	2616.0	931.0
C-2509655-3548-473	240	-7.329589690712307	-9.69847422904616	Low	Very Large	Medium E	0.29276626787719817	-1.3363465921513311	Linear	Low Density	10.205467862171398	826.0	2616.0	826.0
C-2509655-3548-474	240	-7.332766377301194	-8.936069447713415	Low	Very Large	Medium E	0.2031358141178771	-1.336925772497916	Intermediate	Low Density	10.325655520046281	2204.0	2616.0	2204.0
C-2509655-3548-475	240	-7.334450277602047	-8.53193337550878	Very Low	Very Large	Medium E	0.15562443903326637	-1.3372327848306005	Linear	Low Density	10.627942242348432	4203.0	2616.0	4202.0
C-2509655-3548-476	240	-7.33538389084973	-8.307866196064749	Very Low	Very Large	Medium E	0.12928247022893596	-1.3374030032104247	Intermediate	Low Density	10.570199155451208	4937.0	2616.0	4936.0
C-2509655-3548-477	240	-7.332132883887465	-9.088107867008418	Low	Very Large	Medium E	0.221009878976751	-1.3368102726131599	Spherical	Low Density	10.39623169779235	1396.0	2616.0	1396.0
C-2509655-3548-478	240	-7.334392059988898	-8.54590560266449	Very Low	Very Large	Medium E	0.15726705341693875	-1.3372221704698768	Spherical	Low Density	10.465202688712875	4017.0	2616.0	4016.0
C-2509655-3548-479	240	-7.332601519444752	-8.97563533325935	Low	Very Large	Medium E	0.20778729107831492	-1.33689571525816	Linear	Low Density	10.369672595084648	2005.0	2616.0	2005.0
C-2509655-3548-48	240	-7.336418696593843	-8.059512817477607	Very Low	Very Large	Medium E	0.1000853474400317	-1.3375916712243296	Spherical	Low Density	10.31538204373726	5114.0	2616.0	5113.0
C-2509655-3548-480	240	-7.333750349641769	-8.699916085975367	Very Low	Very Large	Medium E	0.17537295967674957	-1.3371051724561107	Linear	Low Density	10.211572526871027	3392.0	2616.0	3392.0
C-2509655-3548-482	240	-7.328922945315085	-9.85849312437951	Low	Very Large	Medium E	0.31157853997983775	-1.336225029693266	Intermediate	Low Density	10.343645785345563	775.0	2616.0	775.0
C-2509655-3548-483	240	-7.3332597062042755	-8.817670510973915	Very Low	Very Large	Medium E	0.18921650158939202	-1.3370157172869508	Linear	Low Density	10.220964084371609	2719.0	2616.0	2719.0
C-2509655-3548-484	240	-7.329986270181298	-9.603295156488514	Low	Very Large	Medium E	0.2815767479914181	-1.3364188973749882	Spherical	Low Density	10.313647790910068	920.0	2616.0	920.0
C-2509655-3548-486	240	-7.332564983024844	-8.98440407403731	Low	Very Large	Medium E	0.20881816894536334	-1.336889053859324	Intermediate	Medium Density	10.786435994897342	1565.0	2616.0	1565.0
C-2509655-3548-488	240	-7.333980906287476	-8.64458249100592	Very Low	Very Large	Medium E	0.1688677863794525	-1.3371472080407463	Spherical	Low Density	10.541002744125516	3546.0	2616.0	3546.0
C-2509655-3548-489	240	-7.331257077920716	-9.29830129902802	Low	Very Large	Medium E	0.24572081095205353	-1.3366505937814055	Spherical	Low Density	10.36007462441114	1065.0	2616.0	1065.0
C-2509655-3548-49	240	-7.332766429785341	-8.936056851518142	Low	Very Large	Medium E	0.20313433327368244	-1.3369257820669387	Linear	Low Density	10.603960637543299	2275.0	2616.0	2275.0
C-2509655-3548-490	240	-7.331826696694234	-9.161592793383749	Low	Very Large	Medium E	0.2296489739257395	-1.3367544479040696	Linear	Low Density	10.196337080150743	1194.0	2616.0	1194.0
C-2509655-3548-491	240	-7.334294867320512	-8.56923184307687	Very Low	Very Large	Medium E	0.16000935194898322	-1.337204450093067	Spherical	Low Density	9.998635397315983	3821.0	2616.0	3820.0
C-2509655-3548-492	240	-7.328895217743043	-9.86514774166942	Low	Very Large	Medium E	0.3123608755342667	-1.3362199743425616	Linear	Low Density	10.064040423261265	739.0	2616.0	739.0
C-2509655-3548-493	240	-7.328895195530063	-9.865153072784771	Low	Very Large	Medium E	0.3123615022751844	-1.3362199702926432	Linear	Low Density	10.375606177132427	719.0	2616.0	719.0
C-2509655-3548-494	240	-7.332775162090399	-8.933961098304328	Low	Very Large	Medium E	0.20288795062220347	-1.3369273741596204	Intermediate	Low Density	10.00697855593247	2311.0	2616.0	2311.0
C-2509655-3548-496	240	-7.328895155465558	-9.865162688266178	Low	Very Large	Medium E	0.31236263269825454	-1.3362199629879963	Intermediate	Low Density	10.295023720112992	670.0	2616.0	670.0
C-2509655-3548-498	240	-7.334082723944335	-8.62014625335953	Very Low	Very Large	Medium E	0.16599499344578703	-1.3371657716554242	Linear	Low Density	10.40341085562802	3735.0	2616.0	3734.0
C-2509655-3548-5	240	-7.334622801120346	-8.490527731117028	Very Low	Very Large	Medium E	0.15075667484041547	-1.3372642396903505	Linear	Low Density	10.466090441406564	4256.0	2616.0	4255.0
C-2509655-3548-50	240	-7.335360341880788	-8.313517948610672	Very Low	Very Large	Medium E	0.1299469061790283	-1.3373987097116449	Linear	Low Density	10.395611387241178	4931.0	2616.0	4930.0
C-2509655-3548-500	240	-7.332964216995702	-8.888587921031508	Very Low	Very Large	Medium E	0.19755375208746934	-1.336961843057484	Intermediate	Low Density	10.414943649862844	2397.0	2616.0	2397.0
C-2509655-3548-501	240	-7.331478297558058	-9.24520858606622	Low	Very Large	Medium E	0.2394790820560424	-1.336690927022549	Spherical	Low Density	10.290223672633598	1121.0	2616.0	1121.0
C-2509655-3548-502	240	-7.332565001953416	-8.984399531180118	Low	Very Large	Medium E	0.20881763487427576	-1.3368890573104222	Spherical	Low Density	10.292395343707046	1605.0	2616.0	1605.0
C-2509655-3548-503	240	-7.331257044544205	-9.298309309390842	Low	Very Large	Medium E	0.24572175267285978	-1.336650587696128	Intermediate	Low Density	10.327278740879647	1054.0	2616.0	1054.0
C-2509655-3548-504	240	-7.328895139473504	-9.865166526359031	Low	Very Large	Medium E	0.31236308391527196	-1.3362199600722904	Linear	Low Density	10.231762569102251	648.0	2616.0	648.0
C-2509655-3548-505	240	-7.335115886997788	-8.37218712053065	Very Low	Very Large	Medium E	0.1368442192988142	-1.3373541401704268	Spherical	Low Density	10.069976596896007	4698.0	2616.0	4697.0
C-2509655-3548-506	240	-7.311690444632395	-13.99429328822507	High	Very Large	Very Low E	0.7977948576363116	-1.3330831630222384	Intermediate	Low Density	10.121168459081323	10.0	2616.0	10.0
C-2509655-3548-507	240	-7.33401213228185	-8.637088252355996	Very Low	Very Large	Medium E	0.16798674257278984	-1.3371529012313517	Linear	Low Density	10.66882362161091	3561.0	2616.0	3561.0
C-2509655-3548-508	240	-7.332132690676561	-9.088154237625298	Low	Very Large	Medium E	0.22101533043710977	-1.3368102373865312	Spherical	Medium Density	10.928494197298413	1361.0	2616.0	1361.0
C-2509655-3548-509	240	-7.327329850035843	-10.24083599139739	Low	Very Large	Medium E	0.3565278444720777	-1.3359345731278618	Spherical	Low Density	10.124420679267196	445.0	2616.0	445.0
C-2509655-3548-51	240	-7.334260513302055	-8.577476807506814	Very Low	Very Large	Medium E	0.16097865319310853	-1.337198186594368	Spherical	Low Density	10.64091058943666	3813.0	2616.0	3812.0
C-2509655-3548-510	240	-7.336519247475166	-8.035380605960151	Very Low	Very Large	Medium E	0.09724829667450514	-1.337610003877761	Spherical	Low Density	10.378146187811613	5126.0	2616.0	5125.0
C-2509655-3548-511	240	-7.333194344517843	-8.833357315717603	Very Low	Very Large	Medium E	0.19106068654420622	-1.337003800403386	Linear	Low Density	10.594696392956736	2560.0	2616.0	2560.0
C-2509655-3548-512	240	-7.33365676754406	-8.722375789425458	Very Low	Very Large	Medium E	0.17801338568250472	-1.3370881103663297	Linear	Low Density	10.744547993471008	3325.0	2616.0	3325.0
C-2509655-3548-513	240	-7.334921829721113	-8.418760866932876	Very Low	Very Large	Medium E	0.1423195601223518	-1.3373187592294313	Spherical	Low Density	10.20901623298619	4531.0	2616.0	4530.0
C-2509655-3548-514	240	-7.332132825570266	-9.088121863136069	Low	Very Large	Medium E	0.221011524400959	-1.3368102619806423	Linear	Low Density	10.161965789976893	1375.0	2616.0	1375.0
