cluster	n_atoms	BE_per_atom	E_cluster	BE_category	size_category	energy_category	stability_index	size_efficiency	structural_category	density_category	compactness	be_rank	size_rank	efficiency_rank
C-2509655-3548-515	240	-7.331249572864332	-9.300102512560422	Low	Very Large	Medium E	0.24593256668885577	-1.3366492254433475	Intermediate	Low Density	10.457678159620219	1050.0	2616.0	1050.0
C-2509655-3548-516	240	-7.332565042217228	-8.984389867865225	Low	Very Large	Medium E	0.20881649882776177	-1.336889064651407	Spherical	Medium Density	10.937738371615135	1739.0	2616.0	1739.0
C-2509655-3548-518	240	-7.332565044279333	-8.984389372959983	Low	Very Large	Medium E	0.20881644064530802	-1.3368890650273746	Spherical	Low Density	10.450786919648417	1752.0	2616.0	1752.0
C-2509655-3548-52	240	-7.332565040066001	-8.984390384159758	Low	Very Large	Medium E	0.20881655952478823	-1.3368890642591909	Intermediate	Low Density	10.241615900877973	1730.0	2616.0	1730.0
C-2509655-3548-520	240	-7.33332194692286	-8.802732738513724	Very Low	Very Large	Medium E	0.18746037497981635	-1.3370270651489298	Spherical	Low Density	10.667404238087368	2949.0	2616.0	2949.0
C-2509655-3548-521	240	-7.332191716495569	-9.073988041063457	Low	Very Large	Medium E	0.2193499124636536	-1.3368209991010893	Spherical	Low Density	10.287369066137838	1431.0	2616.0	1431.0
C-2509655-3548-522	240	-7.3332597548210146	-8.817658842956561	Very Low	Very Large	Medium E	0.18921512986440056	-1.3370157261508593	Intermediate	Low Density	10.331358899694573	2729.0	2616.0	2729.0
C-2509655-3548-523	240	-7.333716215297051	-8.708108328707564	Very Low	Very Large	Medium E	0.1763360628096	-1.3370989490088014	Linear	Low Density	10.20080894812746	3377.0	2616.0	3377.0
C-2509655-3548-526	240	-7.306709727543895	-15.18966538946497	Very High	Very Large	Very Low E	0.9383261691767152	-1.3321750679461768	Linear	Low Density	10.301450371546256	3.0	2616.0	3.0
C-2509655-3548-527	240	-7.335151624702777	-8.363610071333323	Very Low	Very Large	Medium E	0.13583587723394203	-1.337360655945837	Linear	Low Density	10.548817339044858	4751.0	2616.0	4750.0
C-2509655-3548-528	240	-7.333253959919919	-8.819049619219467	Very Low	Very Large	Medium E	0.1893786334396447	-1.337014669612	Linear	Low Density	10.068724993631443	2698.0	2616.0	2698.0
C-2509655-3548-529	240	-7.332191624580687	-9.074010100635087	Low	Very Large	Medium E	0.21935250584903926	-1.33682098234297	Linear	Low Density	10.363304961068119	1416.0	2616.0	1416.0
C-2509655-3548-53	240	-7.329936840325998	-9.615158321760388	Low	Very Large	Medium E	0.2829714151188756	-1.3364098852172186	Linear	Low Density	10.334026832188853	889.0	2616.0	889.0
C-2509655-3548-530	240	-7.335289546965141	-8.330508728366006	Very Low	Very Large	Medium E	0.13194439010945458	-1.3373858022300178	Intermediate	Low Density	10.53959841188443	4907.0	2616.0	4906.0
C-2509655-3548-531	240	-7.328597575510876	-9.936581877389727	Low	Very Large	Medium E	0.32075887375683365	-1.3361657075691922	Spherical	Low Density	10.427411357518109	568.0	2616.0	568.0
C-2509655-3548-532	240	-7.3328765370885565	-8.909631098746333	Low	Very Large	Medium E	0.2000276473374798	-1.3369458570678094	Linear	Low Density	10.528394353004416	2377.0	2616.0	2377.0
C-2509655-3548-533	240	-7.333372900241154	-8.790503942123024	Very Low	Very Large	Medium E	0.18602272322806723	-1.3370363550677566	Spherical	Low Density	10.366531596943958	3026.0	2616.0	3026.0
C-2509655-3548-534	240	-7.327610584043314	-10.17345982960456	Low	Very Large	Medium E	0.3486069130955573	-1.335985757157257	Spherical	Low Density	9.961087709254056	471.0	2616.0	471.0
C-2509655-3548-535	240	-7.323832937073642	-11.08009510232587	Medium	Very Large	Low E	0.45519350971441436	-1.3352970084186109	Linear	Low Density	10.642095484405957	282.0	2616.0	282.0
C-2509655-3548-537	240	-7.335013507303265	-8.396758247216324	Very Low	Very Large	Medium E	0.13973287016791072	-1.3373354740838306	Spherical	Low Density	10.699421457856973	4554.0	2616.0	4553.0
C-2509655-3548-538	240	-7.334404757783816	-8.54285813188401	Very Low	Very Large	Medium E	0.15690878416737486	-1.337224485559218	Intermediate	Low Density	10.01106003517726	4065.0	2616.0	4064.0
C-2509655-3548-539	240	-7.33512361587148	-8.370332190844685	Very Low	Very Large	Medium E	0.13662614853964644	-1.3373555493153388	Intermediate	Low Density	10.374682416870884	4715.0	2616.0	4714.0
C-2509655-3548-54	240	-7.332180032238513	-9.07679226275671	Low	Very Large	Medium E	0.21967958466530038	-1.3368188688021565	Spherical	Low Density	10.47881014599899	1413.0	2616.0	1413.0
C-2509655-3548-540	240	-7.3350135483223315	-8.396748402640425	Very Low	Very Large	Medium E	0.13973171281183286	-1.3373354815625151	Linear	Low Density	10.101923176711042	4558.0	2616.0	4557.0
C-2509655-3548-541	240	-7.323597456542811	-11.13661042972527	Medium	Very Large	Low E	0.4618376108050648	-1.3352540751006254	Spherical	Low Density	10.464313671971334	212.0	2616.0	212.0
C-2509655-3548-543	240	-7.328895216413394	-9.865148060785549	Low	Very Large	Medium E	0.3123609130504223	-1.336219974100137	Linear	Low Density	9.937515826247399	736.0	2616.0	736.0
C-2509655-3548-544	240	-7.334767624289356	-8.455770170554711	Very Low	Very Large	Medium E	0.14667047810994846	-1.3372906441627066	Spherical	Low Density	10.179471283713228	4413.0	2616.0	4412.0
C-2509655-3548-545	240	-7.334448644036587	-8.532325431219098	Very Low	Very Large	Medium E	0.1556705302069814	-1.3372324869954246	Intermediate	Low Density	10.437530686558576	4191.0	2616.0	4190.0
C-2509655-3548-546	240	-7.32682447951889	-10.36212491546653	Low	Very Large	Low E	0.3707869120519865	-1.3358424328858287	Intermediate	Low Density	9.869819472988018	383.0	2616.0	383.0
C-2509655-3548-547	240	-7.332818098540621	-8.923656350250962	Low	Very Large	Medium E	0.20167649541297158	-1.336935202425779	Linear	Low Density	10.464336344213361	2350.0	2616.0	2350.0
C-2509655-3548-548	240	-7.332565019872738	-8.98439523054273	Low	Very Large	Medium E	0.20881712927924165	-1.3368890605775117	Spherical	Low Density	10.165637300176323	1652.0	2616.0	1652.0
C-2509655-3548-549	240	-7.332811304375199	-8.925286949952179	Low	Very Large	Medium E	0.20186819330717495	-1.3369339636988937	Spherical	Low Density	10.261871691424929	2343.0	2616.0	2343.0
C-2509655-3548-550	240	-7.333372977244656	-8.790485461282524	Very Low	Very Large	Medium E	0.18602055056841882	-1.3370363691072011	Intermediate	Low Density	10.046561323456432	3071.0	2616.0	3071.0
C-2509655-3548-552	240	-7.334415303662483	-8.54032712100419	Very Low	Very Large	Medium E	0.15661123139856817	-1.337226408306549	Intermediate	Low Density	9.992232839397886	4100.0	2616.0	4099.0
C-2509655-3548-553	240	-7.334785324092184	-8.451522217875768	Very Low	Very Large	Medium E	0.1461710768266933	-1.3372938712289122	Intermediate	Low Density	10.32084845087627	4468.0	2616.0	4467.0
C-2509655-3548-554	240	-7.332766398323986	-8.936064402243451	Low	Very Large	Medium E	0.20313522095821548	-1.3369257763308366	Spherical	Low Density	10.498140648425286	2234.0	2616.0	2234.0
C-2509655-3548-555	240	-7.335465351013147	-8.288315756844751	Very Low	Very Large	Medium E	0.12698406552138003	-1.3374178552030154	Intermediate	Low Density	10.226741278662244	4958.0	2616.0	4957.0
C-2509655-3548-556	240	-7.322759569260786	-11.33770337741112	Medium	Very Large	Low E	0.4854786642063743	-1.335101309685208	Spherical	Low Density	10.480787619310432	133.0	2616.0	133.0
C-2509655-3548-557	240	-7.332565053664018	-8.984387120635551	Low	Very Large	Medium E	0.208816175855706	-1.3368890667384106	Spherical	Low Density	9.89911412662789	1784.0	2616.0	1784.0
C-2509655-3548-559	240	-7.328895191597777	-9.865154016533554	Low	Very Large	Medium E	0.312361613224947	-1.3362199695757002	Intermediate	Low Density	10.297703279608847	712.0	2616.0	712.0
C-2509655-3548-560	240	-7.333253958313633	-8.819050004728181	Very Low	Very Large	Medium E	0.1893786787611199	-1.3370146693191385	Linear	Low Density	10.409781345599157	2696.0	2616.0	2696.0
C-2509655-3548-562	240	-7.336519306705015	-8.035366390796403	Very Low	Very Large	Medium E	0.0972466254997967	-1.3376100146766747	Intermediate	Low Density	10.287077956855638	5146.0	2616.0	5145.0
C-2509655-3548-563	240	-7.334640914331983	-8.486180560324017	Very Low	Very Large	Medium E	0.1502456091961795	-1.337267542130141	Spherical	Low Density	10.636253159938335	4317.0	2616.0	4316.0
C-2509655-3548-564	240	-7.332565075303507	-8.98438192715828	Low	Very Large	Medium E	0.20881556529586895	-1.336889070683769	Linear	Low Density	10.548480062397	1859.0	2616.0	1859.0
C-2509655-3548-565	240	-7.331954274917419	-9.130974019819302	Low	Very Large	Medium E	0.22604934465356913	-1.3367777082407297	Intermediate	Low Density	10.067913517030224	1285.0	2616.0	1285.0
C-2509655-3548-566	240	-7.336778647149846	-7.973124684036659	Very Low	Very Large	Medium E	0.0899293151205844	-1.3376572981856134	Spherical	Low Density	10.476024925258594	5170.0	2616.0	5169.0
C-2509655-3548-568	240	-7.333333856187054	-8.799874515106994	Very Low	Very Large	Medium E	0.18712435418462214	-1.3370292364716494	Intermediate	Low Density	10.56596383382153	2967.0	2616.0	2967.0
C-2509655-3548-569	240	-7.33511390492425	-8.372662818180105	Very Low	Very Large	Medium E	0.13690014365447256	-1.3373537787945067	Intermediate	Low Density	10.21006074601913	4685.0	2616.0	4684.0
C-2509655-3548-570	240	-7.328806273506728	-9.886494358385244	Low	Very Large	Medium E	0.31487044392799457	-1.3362037578376673	Linear	Low Density	10.07102077363156	598.0	2616.0	598.0
C-2509655-3548-571	240	-7.333519918674876	-8.755219518029977	Very Low	Very Large	Medium E	0.1818745869367735	-1.3370631597855072	Linear	Low Density	10.170622044978046	3165.0	2616.0	3165.0
C-2509655-3548-573	240	-7.334381265416707	-8.54849629999043	Very Low	Very Large	Medium E	0.1575716230924559	-1.337220202380206	Spherical	Low Density	10.11125586715773	3953.0	2616.0	3952.0
C-2509655-3548-574	240	-7.33439870559801	-8.544310656477405	Very Low	Very Large	Medium E	0.157079547050283	-1.3372233821116555	Linear	Low Density	10.49891613581521	4037.0	2616.0	4036.0
C-2509655-3548-575	240	-7.336519198574961	-8.035392342009281	Very Low	Very Large	Medium E	0.09724967639750275	-1.33760999496217	Linear	Low Density	10.653884494081046	5119.0	2616.0	5118.0
C-2509655-3548-576	240	-7.323597397878378	-11.1366245091892	Medium	Very Large	Low E	0.4618392660265134	-1.3352540644047994	Spherical	Low Density	10.004766060775484	173.0	2616.0	173.0
C-2509655-3548-577	240	-7.334622858294907	-8.490514009222414	Very Low	Very Large	Medium E	0.1507550616558251	-1.3372642501145395	Intermediate	Low Density	10.4001635581131	4264.0	2616.0	4263.0
C-2509655-3548-578	240	-7.33330769734848	-8.806152636364732	Very Low	Very Large	Medium E	0.18786242780492837	-1.3370244671358122	Spherical	Low Density	10.3839987287964	2887.0	2616.0	2887.0
C-2509655-3548-579	240	-7.329728742091844	-9.665101897957342	Low	Very Large	Medium E	0.28884292262577876	-1.3363719442985889	Spherical	Low Density	10.041001951102013	867.0	2616.0	867.0
C-2509655-3548-58	240	-7.335239551787272	-8.342507571054513	Very Low	Very Large	Medium E	0.13335500785620677	-1.3373766870014188	Linear	Low Density	10.205810770391436	4863.0	2616.0	4862.0
C-2509655-3548-581	240	-7.332565036532902	-8.98439123210335	Low	Very Large	Medium E	0.20881665921144943	-1.3368890636150286	Linear	Low Density	10.227631291484949	1718.0	2616.0	1718.0
C-2509655-3548-583	240	-7.33233762814179	-9.038969245970303	Low	Very Large	Medium E	0.21523300426586323	-1.3368476020269573	Spherical	Low Density	9.868258238667398	1469.0	2616.0	1469.0
C-2509655-3548-584	240	-7.333251458961171	-8.819649849318976	Very Low	Very Large	Medium E	0.18944919818096026	-1.3370142136318102	Intermediate	Low Density	10.472967520901653	2610.0	2616.0	2610.0
C-2509655-3548-585	240	-7.332601534600598	-8.975631695856471	Low	Very Large	Medium E	0.2077868634549571	-1.3368957180214065	Linear	Low Density	10.125804624681752	2009.0	2616.0	2009.0
C-2509655-3548-586	240	-7.334385436872637	-8.547495150567064	Very Low	Very Large	Medium E	0.15745392514606354	-1.3372209629290432	Spherical	Low Density	10.31530152965496	3983.0	2616.0	3982.0
C-2509655-3548-587	240	-7.3340326320631535	-8.63216830484321	Very Low	Very Large	Medium E	0.16740833968386937	-1.3371566387956684	Linear	Low Density	10.268611378025282	3601.0	2616.0	3601.0
C-2509655-3548-588	240	-7.334384039941494	-8.547830414041496	Very Low	Very Large	Medium E	0.1574933396645351	-1.337220708237546	Spherical	Low Density	9.999110791388407	3973.0	2616.0	3972.0
C-2509655-3548-589	240	-7.326729984051905	-10.38480382754289	Low	Very Large	Low E	0.3734531088413258	-1.3358252042685927	Linear	Low Density	10.216322996192	380.0	2616.0	380.0
C-2509655-3548-59	240	-7.333675984045074	-8.71776382918211	Very Low	Very Large	Medium E	0.1774711906445629	-1.337091613960218	Linear	Low Density	10.209703864467365	3362.0	2616.0	3362.0
C-2509655-3548-590	240	-7.33475808151216	-8.458060437081453	Very Low	Very Large	Medium E	0.14693972829446275	-1.3372889043029976	Linear	Low Density	10.094996548148238	4369.0	2616.0	4368.0
C-2509655-3548-591	240	-7.33337291252144	-8.79050099485427	Very Low	Very Large	Medium E	0.18602237673886016	-1.337036357306725	Spherical	Low Density	10.409698082024804	3040.0	2616.0	3040.0
C-2509655-3548-592	240	-7.332766423759007	-8.936058297838462	Low	Very Large	Medium E	0.20313450330715743	-1.3369257809682045	Spherical	Low Density	10.517876004237317	2268.0	2616.0	2268.0
C-2509655-3548-593	240	-7.334392690022792	-8.545754394529839	Very Low	Very Large	Medium E	0.15724927696268123	-1.3372222853390145	Spherical	Low Density	10.565475017211812	4020.0	2616.0	4019.0
C-2509655-3548-594	240	-7.335239539367089	-8.342510551898583	Very Low	Very Large	Medium E	0.13335535829261788	-1.3373766847369442	Intermediate	Medium Density	10.784228279506719	4859.0	2616.0	4858.0
C-2509655-3548-595	240	-7.333658227149811	-8.722025484045375	Very Low	Very Large	Medium E	0.17797220279520845	-1.3370883764847967	Intermediate	Low Density	9.890380119389784	3336.0	2616.0	3336.0
C-2509655-3548-596	240	-7.3318359018602255	-9.15938355354593	Low	Very Large	Medium E	0.22938924946705025	-1.3367561262097758	Linear	Low Density	10.579073865443837	1206.0	2616.0	1206.0
C-2509655-3548-597	240	-7.332766343487198	-8.93607756307229	Low	Very Large	Medium E	0.20313676818234785	-1.3369257663328753	Intermediate	Low Density	10.377358249081656	2176.0	2616.0	2176.0
C-2509655-3548-598	240	-7.334388437150173	-8.546775083958526	Very Low	Very Large	Medium E	0.15736927208715817	-1.3372215099461109	Intermediate	Low Density	10.389838234130146	3997.0	2616.0	3996.0
C-2509655-3548-60	240	-7.333855815425806	-8.674604297806555	Very Low	Very Large	Medium E	0.17239723455726153	-1.3371244012051995	Intermediate	Low Density	10.26009186406214	3426.0	2616.0	3426.0
C-2509655-3548-600	240	-7.334640517960377	-8.486275689509613	Very Low	Very Large	Medium E	0.15025679285118843	-1.3372674698628155	Linear	Low Density	10.149807486162553	4275.0	2616.0	4274.0
C-2509655-3548-601	240	-7.332565108375923	-8.984373989778211	Low	Very Large	Medium E	0.20881463215513799	-1.336889076713603	Spherical	Low Density	10.140215168215194	1922.0	2616.0	1922.0
C-2509655-3548-602	240	-7.333779049872944	-8.693028030493402	Very Low	Very Large	Medium E	0.17456318047089767	-1.337110405144125	Linear	Low Density	10.459174605334304	3399.0	2616.0	3399.0
C-2509655-3548-603	240	-7.332766437036356	-8.936055111274568	Low	Very Large	Medium E	0.20313412868574543	-1.3369257833889594	Spherical	Low Density	10.365227775062316	2284.0	2616.0	2284.0
C-2509655-3548-605	240	-7.335001958338296	-8.39952999880889	Very Low	Very Large	Medium E	0.14005872509305978	-1.3373333684516424	Linear	Low Density	10.265539544405758	4551.0	2616.0	4550.0
C-2509655-3548-607	240	-7.336418660814107	-8.059521404614204	Very Low	Very Large	Medium E	0.10008635696801904	-1.337591664700891	Intermediate	Low Density	10.383517595835157	5113.0	2616.0	5112.0
C-2509655-3548-608	240	-7.322623647369339	-11.37032463135865	Medium	Very Large	Low E	0.48931371071327084	-1.3350765281129646	Intermediate	Low Density	9.982707926187897	131.0	2616.0	131.0
C-2509655-3548-609	240	-7.332565046880978	-8.984388748565133	Low	Very Large	Medium E	0.208816367239693	-1.3368890655017123	Intermediate	Low Density	10.219990597936103	1762.0	2616.0	1762.0
C-2509655-3548-61	240	-7.334900227034953	-8.423945511611294	Very Low	Very Large	Medium E	0.14292908155569278	-1.3373148205811238	Intermediate	Low Density	10.167191426578393	4524.0	2616.0	4523.0
C-2509655-3548-610	240	-7.331257117650166	-9.298291763960105	Low	Very Large	Medium E	0.24571968998260088	-1.3366506010249646	Intermediate	Low Density	10.182720125137074	1077.0	2616.0	1077.0
C-2509655-3548-611	240	-7.333629815273208	-8.728844334429944	Very Low	Very Large	Medium E	0.17877384605486973	-1.3370831963702094	Intermediate	Low Density	10.073605735931576	3268.0	2616.0	3268.0
C-2509655-3548-612	240	-7.333117297308585	-8.851848645939512	Very Low	Very Large	Medium E	0.19323457941448094	-1.3369897529901105	Spherical	Low Density	10.287884651694457	2505.0	2616.0	2505.0
C-2509655-3548-613	240	-7.323597430241994	-11.13661674192118	Medium	Very Large	Low E	0.46183835288460695	-1.3352540703054039	Spherical	Low Density	10.624412620618214	192.0	2616.0	192.0
C-2509655-3548-614	240	-7.334778531225784	-8.453152505811595	Very Low	Very Large	Medium E	0.14636273806891092	-1.3372926327388674	Spherical	Low Density	10.239893372674794	4451.0	2616.0	4450.0
C-2509655-3548-615	240	-7.332132868303472	-9.088111607166644	Low	Very Large	Medium E	0.2210103186802923	-1.3368102697718527	Linear	Low Density	10.474759011675491	1390.0	2616.0	1390.0
C-2509655-3548-616	240	-7.3347676227591005	-8.455770537815791	Very Low	Very Large	Medium E	0.14667052128621066	-1.337290643883707	Intermediate	Low Density	10.446777445777215	4410.0	2616.0	4409.0
C-2509655-3548-62	240	-7.332747059050479	-8.940705827884878	Low	Very Large	Medium E	0.2036808800313759	-1.3369222503528029	Intermediate	Low Density	10.1992759668475	2129.0	2616.0	2129.0
C-2509655-3548-620	240	-7.334758028288693	-8.458073210713678	Very Low	Very Large	Medium E	0.14694122999861947	-1.3372888945991805	Intermediate	Low Density	10.059922931500866	4351.0	2616.0	4350.0
C-2509655-3548-621	240	-7.335313197130897	-8.324832688584719	Very Low	Very Large	Medium E	0.13127709888356853	-1.337390114179219	Intermediate	Low Density	10.323230735359543	4914.0	2616.0	4913.0
